FID_1,id,waddrid,wxcord,wycord,TAZID,COUNTYID,STATEID,AREA_TYPE,DISTR_ID,SDISTR_ID,EXTERNAL
222,222,1792 DAYTON BLVD_CHATTANOOGA_TN,-85.31760640000,35.08399740000,382,65,47,3,3,8,0
324,324,2124 DAYTON BOULEVARD_CHATTANOOGA_TN,-85.30903000000,35.09253800000,382,65,47,3,3,8,0
432,432,300 W RIDGEWOOD AVE_CHATTANOOGA_TN,-85.31419800000,35.09293400000,382,65,47,3,3,8,0
338,338,220 COMPRESS STREET_CHATTANOOGA_TN,-85.32235600000,35.06335600000,307,65,47,3,3,7,0
686,686,516 CHEROKEE BLVD_CHATTANOOGA_TN,-85.31586210000,35.06755240000,240,65,47,2,3,7,0
19,19,1000 RIVERFRONT PKWY_CHATTANOOGA_TN,-85.32165400000,35.04767200000,249,65,47,2,1,4,0
75,75,1119 RIVERFRONT PKWY_CHATTANOOGA_TN,-85.32177700000,35.04305000000,249,65,47,2,1,4,0
78,78,1122 RIVERFRONT PARKWAY_CHATTANOOGA_TN,-85.32115700000,35.04447600000,249,65,47,2,1,4,0
92,92,1189 RIVERFRONT PARKWAY_CHATTANOOGA_TN,-85.32124400000,35.04380900000,249,65,47,2,1,4,0
100,100,1201 RIVERFRONT PKWY_CHATTANOOGA_TN,-85.32106550000,35.04356010000,249,65,47,2,1,4,0
1044,1044,951 RIVERFRONT PKWY_CHATTANOOGA_TN,-85.32235100000,35.04903000000,249,65,47,2,1,4,0
711,711,5400 CASSANDRA SMITH RD_CHATTANOOGA_TN,-85.20563500000,35.13827500000,496,65,47,3,3,13,0
798,798,6210 HIXSON PIKE_HIXSON_TN,-85.19979100000,35.15208900000,496,65,47,3,3,13,0
234,234,1836 THRASHER PIKE_HIXSON_TN,-85.18051200000,35.17729300000,874,65,47,3,3,13,0
833,833,6707 HIXSON PIKE_HIXSON_TN,-85.19135800000,35.16384300000,874,65,47,3,3,13,0
868,868,7045 ELY FORD PLACE_MIDDLE VALLEY_TN,-85.18337900000,35.17119600000,874,65,47,3,3,13,0
901,901,7335 HIXSON PIKE_HIXSON_TN,-85.17735200000,35.17106400000,874,65,47,3,3,13,0
983,983,8611 CAMP COLUMBUS RD_HIXSON_TN,-85.15629513000,35.19342610000,872,65,47,3,3,13,0
1030,1030,9308 SUGAR PINE DR_SODDY-DAISY_TN,-85.16417000000,35.21976600000,570,65,47,3,5,14,0
987,987,8749 E RIDGE TRAIL RD_SODDY-DAISY_TN,-85.14313700000,35.21840900000,594,65,47,3,5,14,0
843,843,6810 TEAL LANE_OOLTEWAH_TN,-85.09188700000,35.11441100000,372,65,47,3,9,23,0
844,844,6810 TEAL LN_HARRISON_TN,-85.09188700000,35.11441090000,372,65,47,3,9,23,0
676,676,5034 HUNTER VILLAGE DR_OOLTEWAH_TN,-85.09344600000,35.08025390000,817,65,47,3,9,27,0
651,651,4850 JERSEY PIKE_CHATTANOOGA_TN,-85.17842200000,35.09084300000,374,65,47,3,6,19,0
607,607,4400 HWY 58_CHATTANOOGA_TN,-85.19972850000,35.08458920000,442,65,47,3,6,19,0
612,612,4411 OAKWOOD DR_CHATTANOOGA_TN,-85.18544630000,35.08907280000,442,65,47,3,6,19,0
615,615,4420 OAKWOOD DRIVE_CHATTANOOGA_TN,-85.18416400000,35.08802300000,442,65,47,3,6,19,0
629,629,4600 TENNESSEE 58_CHATTANOOGA_TN,-85.19451300000,35.08525700000,442,65,47,3,6,19,0
634,634,4650 REDLANDS DR_CHATTANOOGA_TN,-85.19648300000,35.07522600000,442,65,47,3,6,19,0
637,637,4719 ROCKY RIVER RD_CHATTANOOGA_TN,-85.19106600000,35.08199900000,442,65,47,3,6,19,0
640,640,4758 HWY 58_CHATTANOOGA_TN,-85.18831590000,35.08842670000,442,65,47,3,6,19,0
641,641,4786 TENNESSEE 58_CHATTANOOGA_TN,-85.18636800000,35.08919400000,442,65,47,3,6,19,0
649,649,4850 HIGHWAY 58 # 190_CHATTANOOGA_TN,-85.18179400000,35.09149000000,442,65,47,3,6,19,0
639,639,4735 TENNESSEE 58_CHATTANOOGA_TN,-85.19073500000,35.08753600000,375,65,47,3,6,19,0
655,655,4935 HIGHWAY 58_CHATTANOOGA_TN,-85.17893780000,35.09426780000,375,65,47,3,6,19,0
657,657,4978 GOLD WING WAY_CHATTANOOGA_TN,-85.18380730000,35.09426680000,375,65,47,3,6,19,0
738,738,5719 RIVER GLADE DR_CHATTANOOGA_TN,-85.18380730000,35.09426680000,375,65,47,3,6,19,0
899,899,7331 ROYAL HARBOUR CIR_HARRISON_TN,-85.07823400000,35.14086200000,565,65,47,3,9,27,0
924,924,7714 TIPPI LN_OOLTEWAH_TN,-85.06813600000,35.14050300000,565,65,47,3,9,27,0
568,568,4113 DAYTON BLVD_CHATTANOOGA_TN,-85.28738300000,35.12410400000,391,65,47,3,3,8,0
810,810,6311 DAYTON BLVD_HIXSON_TN,-85.25096570000,35.17664450000,510,65,47,3,3,11,0
811,811,6312 DAYTON BLVD_HIXSON_TN,-85.25107400000,35.17703600000,510,65,47,3,3,11,0
192,192,155 UNAKA ST_RED BANK_TN,-85.28921890000,35.11874860000,386,65,47,3,3,8,0
514,514,3708 DAYTON BOULEVARD_RED BANK_TN,-85.29115900000,35.11599500000,386,65,47,3,3,8,0
519,519,3800 DAYTON BOULEVARD_CHATTANOOGA_TN,-85.29023600000,35.11729400000,386,65,47,3,3,8,0
540,540,4000 DAYTON BLVD_RED BANK_TN,-85.28802500000,35.12035000000,386,65,47,3,3,8,0
1124,1124,MOUNTAIN CREEK RD / CREEK DR_CHATTANOOGA_TN,-85.30375760000,35.13540350000,509,65,47,3,3,11,0
697,697,523 ROBERTS MILL RD_WALDEN_TN,-85.25468090000,35.20118050000,527,65,47,3,3,13,0
964,964,8310 COUNTRY BROOK LN_SODDY-DAISY_TN,-85.23059100000,35.22010400000,527,65,47,3,3,13,0
448,448,310 MEMORIAL DR_RED BANK_TN,-85.30505800000,35.09295100000,310,65,47,3,3,8,0
636,636,4712 WILSON AVE_SIGNAL MOUNTAIN_TN,-85.30202400000,35.17231500000,522,65,47,3,3,12,0
753,753,5934 SAWYER RD_SIGNAL MOUNTAIN_TN,-85.30869500000,35.18406800000,523,65,47,3,3,12,0
455,455,314 SPEARS AVE_CHATTANOOGA_TN,-85.31004200000,35.06526800000,309,65,47,2,3,7,0
562,562,409 SPRING ST_CHATTANOOGA_TN,-85.31377700000,35.06812400000,309,65,47,2,3,7,0
572,572,413 SPRING ST_CHATTANOOGA_TN,-85.31468090000,35.06805800000,309,65,47,2,3,7,0
858,858,701 CHEROKEE BLVD_CHATTANOOGA_TN,-85.31813200000,35.07020200000,309,65,47,2,3,7,0
110,110,1212 ROCKY DELL LN_SIGNAL MOUNTAIN_TN,-85.31689900000,35.15196700000,520,65,47,3,3,12,0
274,274,2005 LAUREL AVE_WALDEN_TN,-85.31974170000,35.14903480000,520,65,47,3,3,12,0
374,374,2412 CORRAL RD_SIGNAL MOUNTAIN_TN,-85.32904470000,35.20011170000,519,65,47,4,3,12,0
496,496,346 FRAZIER AVE_CHATTANOOGA_TN,-85.30518130000,35.06191120000,308,65,47,2,3,7,0
683,683,510 HAMILTON AVE_CHATTANOOGA_TN,-85.30838040000,35.06717360000,308,65,47,2,3,7,0
863,863,702 FRANKLIN ST_CHATTANOOGA_TN,-85.30607000000,35.06989100000,308,65,47,2,3,7,0
107,107,1210 TAFT HWY_SIGNAL MOUNTAIN_TN,-85.32386050000,35.14562200000,514,65,47,3,3,12,0
115,115,1231 TAFT HIGHWAY_SIGNAL MOUNTAIN_TN,-85.32899200000,35.13930600000,514,65,47,3,3,12,0
139,139,1301 JAMES BLVD_SIGNAL MOUNTAIN_TN,-85.33300400000,35.14433300000,514,65,47,3,3,12,0
420,420,2814 EDWARDS POINT RD_FAIRMOUNT_TN,-85.35902650000,35.15589060000,515,65,47,3,3,12,0
453,453,3130 BEE TREE LN_FAIRMOUNT_TN,-85.33117900000,35.16571700000,515,65,47,3,3,12,0
330,330,215 RIVER STREET_CHATTANOOGA_TN,-85.30552200000,35.06173100000,241,65,47,2,3,7,0
487,487,340 FRAZIER AVENUE_CHATTANOOGA_TN,-85.30532000000,35.06170000000,241,65,47,2,3,7,0
0,0,1 BROAD ST_CHATTANOOGA_TN,-85.31008400000,35.05601800000,244,65,47,1,1,2,0
257,257,2 BROAD ST_CHATTANOOGA_TN,-85.31062440000,35.05475140000,244,65,47,1,1,2,0
279,279,201 CHESTNUT ST_CHATTANOOGA_TN,-85.31075400000,35.05508000000,244,65,47,1,1,2,0
1076,1076,BROAD ST / W 2ND ST_CHATTANOOGA_TN,-85.31064380000,35.05475790000,244,65,47,1,1,2,0
1117,1117,MARKET ST /  2ND ST_CHATTANOOGA_TN,-85.30971100000,35.05478180000,244,65,47,1,1,2,0
210,210,1715 W 38TH ST_CHATTANOOGA_TN,-85.32923550000,35.01267350000,303,65,47,2,4,9,0
517,517,3780 ST ELMO AVE_CHATTANOOGA_TN,-85.32814090000,35.01136760000,303,65,47,2,4,9,0
520,520,3801 TENNESSEE AVE_CHATTANOOGA_TN,-85.32766300000,35.01104100000,303,65,47,2,4,9,0
521,521,3804 SAINT ELMO AVE # 103_CHATTANOOGA_TN,-85.32819800000,35.01120800000,303,65,47,2,4,9,0
542,542,4001 SAINT ELMO AVENUE_CHATTANOOGA_TN,-85.32864700000,35.00836400000,303,65,47,2,4,9,0
608,608,4400 MOUNTAIN CREEK RD_CHATTANOOGA_TN,-85.29776300000,35.13693000000,508,65,47,3,3,8,0
713,713,5414 HIXSON PIKE_CHATTANOOGA_TN,-85.23007600000,35.14124000000,680,65,47,3,3,11,0
727,727,5612 HIXSON PIKE_CHATTANOOGA_TN,-85.22012190000,35.14708980000,680,65,47,3,3,11,0
1107,1107,HIXSON PIKE / ADAMS RD_CHATTANOOGA_TN,-85.23277800000,35.14055600000,531,65,47,3,3,11,0
434,434,3000 PRESTON STATION DR_HIXSON_TN,-85.21483490000,35.13475800000,499,65,47,3,3,11,0
752,752,5928 HIXSON PIKE # 112_HIXSON_TN,-85.20610000000,35.14883000000,499,65,47,3,3,11,0
734,734,5705 MIDDLE VALLEY ROAD_HIXSON_TN,-85.22245700000,35.15451500000,877,65,47,3,3,11,0
746,746,5800 GRUBB RD_CHATTANOOGA_TN,-85.24257600000,35.15448200000,529,65,47,3,3,11,0
747,747,5800 GRUBB RD_HIXSON_TN,-85.24257600000,35.15448200000,529,65,47,3,3,11,0
749,749,5870 HWY 153_HIXSON_TN,-85.24742600000,35.16209100000,529,65,47,3,3,11,0
825,825,6511 MIDDLE VALLEY RD_MIDDLE VALLEY_TN,-85.21330390000,35.16372590000,878,65,47,3,3,13,0
702,702,5302 JACKSON ST_CHATTANOOGA_TN,-85.27242820000,35.14592740000,525,65,47,3,3,11,0
691,691,5201 DAYTON BLVD_CHATTANOOGA_TN,-85.27606500000,35.14624000000,507,65,47,3,3,11,0
618,618,4500 N ACCESS RD_CHATTANOOGA_TN,-85.24942920000,35.11133680000,684,65,47,3,3,11,0
619,619,4500 PINNACLE LN_CHATTANOOGA_TN,-85.23644200000,35.10810100000,684,65,47,3,3,11,0
622,622,4501 N ACCESS RD_CHATTANOOGA_TN,-85.23461010000,35.10656530000,684,65,47,3,3,11,0
301,301,2051 HAMILL RD_CHATTANOOGA_TN,-85.23779333000,35.12395700000,679,65,47,3,3,11,0
302,302,2051 HAMILL RD_HIXSON_TN,-85.23774550000,35.12515150000,679,65,47,3,3,11,0
326,326,2131 NORTHGATE MALL DR_CHATTANOOGA_TN,-85.24058200000,35.13300200000,679,65,47,3,3,11,0
411,411,271 NORTHGATE MALL_CHATTANOOGA_TN,-85.24054900000,35.12921100000,679,65,47,3,3,11,0
440,440,302 NORTHGATE MALL DR_CHATTANOOGA_TN,-85.23670500000,35.13042600000,679,65,47,3,3,11,0
502,502,352 NORTHGATE MALL_CHATTANOOGA_TN,-85.23736500000,35.12843580000,679,65,47,3,3,11,0
668,668,5010 ALPHA LANE_CHATTANOOGA_TN,-85.23765200000,35.13410600000,679,65,47,3,3,11,0
669,669,5010 ALPHA LANE_HIXSON_TN,-85.23765200000,35.13410600000,679,65,47,3,3,11,0
673,673,5022 OLD GODSEY LN_HIXSON_TN,-85.23633800000,35.12588900000,679,65,47,3,3,11,0
687,687,5188 TENNESSEE 153_CHATTANOOGA_TN,-85.23948200000,35.12311700000,679,65,47,3,3,11,0
689,689,5200 HWY 153_CHATTANOOGA_TN,-85.23948150000,35.12311680000,679,65,47,3,3,11,0
692,692,5208 HIXSON PIKE_CHATTANOOGA_TN,-85.23638940000,35.13758370000,679,65,47,3,3,11,0
693,693,5208 HIXSON PIKE_HIXSON_TN,-85.23638940000,35.13758370000,679,65,47,3,3,11,0
1059,1059,9912 EXECUTIVE DR_HIXON_TN,-85.23541600000,35.13226100000,679,65,47,3,3,11,0
303,303,2062 HAMILL ROAD_HIXSON_TN,-85.23728700000,35.12288300000,682,65,47,3,3,11,0
331,331,2151 HAMILL RD_CHATTANOOGA_TN,-85.23418110000,35.12426600000,682,65,47,3,3,11,0
198,198,1607 HAMILL ROAD_HIXSON_TN,-85.24799300000,35.11876700000,500,65,47,3,3,11,0
650,650,4850 HIXSON PIKE_CHATTANOOGA_TN,-85.24650000000,35.12842000000,500,65,47,3,3,11,0
698,698,5251 HWY 153_HIXSON_TN,-85.24247400000,35.12687400000,500,65,47,3,3,11,0
1109,1109,HWY 153 / HAMILL RD_CHATTANOOGA_TN,-85.23949320000,35.12309390000,500,65,47,3,3,11,0
165,165,1421 CLOVERDALE CIRCLE_HIXSON_TN,-85.24680300000,35.13058300000,396,65,47,3,3,11,0
181,181,1505 CLOVERDALE DR_HIXSON_TN,-85.24742400000,35.12953900000,396,65,47,3,3,11,0
183,183,1507 CLOVERDALE DR_CHATTANOOGA_TN,-85.24759940000,35.12887040000,396,65,47,3,3,11,0
581,581,4226 NORCROSS ROAD_HIXSON_TN,-85.25774100000,35.12060100000,396,65,47,3,3,11,0
625,625,4515 HIXSON PIKE_HIXSON_TN,-85.25054900000,35.12041300000,396,65,47,3,3,11,0
644,644,4809 HIXSON PIKE_HIXSON_TN,-85.24827200000,35.12611400000,396,65,47,3,3,11,0
647,647,4843 HIXSON PIKE_CHATTANOOGA_TN,-85.24842000000,35.12809100000,396,65,47,3,3,11,0
648,648,4845 HIXSON PIKE # A_HIXSON_TN,-85.24665200000,35.12809600000,396,65,47,3,3,11,0
1108,1108,HWY 153 / GADD RD_CHATTANOOGA_TN,-85.24873840000,35.14182050000,396,65,47,3,3,11,0
967,967,8338 THUNDER FARMS TRL_OOLTEWAH_TN,-85.06786500000,35.11610100000,564,65,47,3,9,27,0
700,700,5298 COUNTY HIGHWAY 2205_OOLTEWAH_TN,-85.07613920000,35.08396110000,818,65,47,3,9,27,0
720,720,5536 HUNTER RD_OOLTEWAH_TN,-85.07954400000,35.10543100000,818,65,47,3,9,27,0
777,777,6101 MOUNTAIN VIEW RD_OOLTEWAH_TN,-85.06329700000,35.09124600000,824,65,47,3,9,27,0
834,834,6711 MOUNTAIN VIEW RD_OOLTEWAH_TN,-85.05292300000,35.10527000000,824,65,47,3,9,27,0
766,766,6017 OOLTEWAH GEORGETOWN RD_CHATTANOOGA_TN,-85.05768580000,35.08440790000,602,65,47,3,9,27,0
785,785,6131 RELOCATION WAY_OOLTEWAH_TN,-85.05749400000,35.09202100000,602,65,47,3,9,27,0
1018,1018,9213 LEE HIGHWAY_OOLTEWAH_TN,-85.06152600000,35.08620400000,602,65,47,3,9,27,0
1023,1023,9231 LEE HWY_OOLTEWAH_TN,-85.05879200000,35.08328800000,602,65,47,3,9,27,0
1116,1116,LEE HWY / OOLTEWAH RINGGOLD RD_OOLTEWAH_TN,-85.05852290000,35.08287240000,602,65,47,3,9,27,0
1025,1025,9237 HOPI TRAIL_OOLTEWAH_TN,-85.04565900000,35.09669800000,850,65,47,4,9,27,0
1049,1049,9611 LEE HWY_OOLTEWAH_TN,-85.04802740000,35.07860970000,850,65,47,4,9,27,0
85,85,117 SANTEELAH ST_RED BANK_TN,-85.28173600000,35.12747200000,390,65,47,3,3,8,0
24,24,1003 ASHLAND TERRACE_CHATTANOOGA_TN,-85.26309580000,35.11639200000,393,65,47,3,3,8,0
143,143,1308 ELY RD_CHATTANOOGA_TN,-85.26214540000,35.12163010000,393,65,47,3,3,8,0
566,566,4103 WATSON RD_CHATTANOOGA_TN,-85.26123880000,35.11735350000,393,65,47,3,3,8,0
507,507,3600 HIGHLAND TERRACE DR_CHATTANOOGA_TN,-85.27371430000,35.11604680000,392,65,47,3,3,8,0
904,904,736 INTERMONT RD_CHATTANOOGA_TN,-85.27603500000,35.10773800000,392,65,47,3,3,8,0
977,977,848 ASHLAND TERRACE_CHATTANOOGA_TN,-85.27019000000,35.11567300000,392,65,47,3,3,8,0
1029,1029,930 ASHLAND TERRACE_CHATTANOOGA_TN,-85.26454900000,35.11666200000,392,65,47,3,3,8,0
525,525,3886 HIXSON PIKE_CHATTANOOGA_TN,-85.26433770000,35.11258010000,395,65,47,3,3,8,0
580,580,4202 N ACCESS RD_CHATTANOOGA_TN,-85.25442090000,35.11271800000,395,65,47,3,3,8,0
478,478,3315 HIXSON PIKE_CHATTANOOGA_TN,-85.27549800000,35.10204200000,394,65,47,3,3,8,0
163,163,1414 CONTINENTAL DR_CHATTANOOGA_TN,-85.28884700000,35.08590600000,340,65,47,3,3,8,0
467,467,3214 HIXSON PIKE_CHATTANOOGA_TN,-85.27938570000,35.09948890000,340,65,47,3,3,8,0
