"A302100 - Total Workers (1) (Workers 16 years and over)"
"Current date: 1/6/2021 7:50:29 PM (Eastern Standard Time)"
"RESIDENCE","WORKPLACE","Output","Workers 16 and Over",
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 105, Chattooga County, Georgia","Estimate","4"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 105, Chattooga County, Georgia","Margin of Error","13"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 106, Chattooga County, Georgia","Estimate","20"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 106, Chattooga County, Georgia","Margin of Error","21"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 1, Floyd County, Georgia","Estimate","4"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 1, Floyd County, Georgia","Margin of Error","10"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 2.01, Floyd County, Georgia","Estimate","4"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 2.01, Floyd County, Georgia","Margin of Error","5"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 2.02, Floyd County, Georgia","Estimate","30"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 2.02, Floyd County, Georgia","Margin of Error","43"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 3, Floyd County, Georgia","Estimate","4"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 3, Floyd County, Georgia","Margin of Error","10"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 6, Floyd County, Georgia","Estimate","25"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 6, Floyd County, Georgia","Margin of Error","27"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 209.01, Walker County, Georgia","Estimate","40"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 209.01, Walker County, Georgia","Margin of Error","49"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 3.02, Whitfield County, Georgia","Estimate","4"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 3.02, Whitfield County, Georgia","Margin of Error","8"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 5.02, Whitfield County, Georgia","Estimate","10"
"Census Tract 9557.02, Cherokee County, Alabama","Census Tract 5.02, Whitfield County, Georgia","Margin of Error","16"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9605, DeKalb County, Alabama","Estimate","4"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9605, DeKalb County, Alabama","Margin of Error","4"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","4"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","1"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9611, DeKalb County, Alabama","Estimate","30"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9611, DeKalb County, Alabama","Margin of Error","39"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9614, DeKalb County, Alabama","Estimate","15"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9614, DeKalb County, Alabama","Margin of Error","24"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9506, Jackson County, Alabama","Estimate","20"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9506, Jackson County, Alabama","Margin of Error","31"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9508, Jackson County, Alabama","Estimate","4"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 9508, Jackson County, Alabama","Margin of Error","1"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 6, Floyd County, Georgia","Estimate","4"
"Census Tract 9558, Cherokee County, Alabama","Census Tract 6, Floyd County, Georgia","Margin of Error","11"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9601, DeKalb County, Alabama","Estimate","115"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9601, DeKalb County, Alabama","Margin of Error","69"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Estimate","30"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Margin of Error","32"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Estimate","10"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Margin of Error","21"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","90"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","113"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Estimate","20"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Margin of Error","19"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Estimate","75"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Margin of Error","81"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9501, Jackson County, Alabama","Estimate","95"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9501, Jackson County, Alabama","Margin of Error","84"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9503, Jackson County, Alabama","Estimate","4"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9503, Jackson County, Alabama","Margin of Error","3"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Estimate","20"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Margin of Error","28"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9507, Jackson County, Alabama","Estimate","30"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9507, Jackson County, Alabama","Margin of Error","29"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Estimate","50"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Margin of Error","39"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9511, Jackson County, Alabama","Estimate","15"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 9511, Jackson County, Alabama","Margin of Error","27"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 303.04, Catoosa County, Georgia","Estimate","20"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 303.04, Catoosa County, Georgia","Margin of Error","34"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 307, Catoosa County, Georgia","Estimate","15"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 307, Catoosa County, Georgia","Margin of Error","31"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 401.01, Dade County, Georgia","Estimate","15"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 401.01, Dade County, Georgia","Margin of Error","25"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 401.02, Dade County, Georgia","Estimate","40"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 401.02, Dade County, Georgia","Margin of Error","67"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 402, Dade County, Georgia","Estimate","4"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 402, Dade County, Georgia","Margin of Error","6"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 203.01, Walker County, Georgia","Estimate","10"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 203.01, Walker County, Georgia","Margin of Error","22"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 206.02, Walker County, Georgia","Estimate","10"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 206.02, Walker County, Georgia","Margin of Error","16"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 4, Hamilton County, Tennessee","Estimate","70"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 4, Hamilton County, Tennessee","Margin of Error","60"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 12, Hamilton County, Tennessee","Estimate","10"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 12, Hamilton County, Tennessee","Margin of Error","15"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 13, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 13, Hamilton County, Tennessee","Margin of Error","3"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 16, Hamilton County, Tennessee","Estimate","15"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 16, Hamilton County, Tennessee","Margin of Error","22"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 18, Hamilton County, Tennessee","Estimate","65"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 18, Hamilton County, Tennessee","Margin of Error","101"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 19, Hamilton County, Tennessee","Estimate","20"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 19, Hamilton County, Tennessee","Margin of Error","32"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 20, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 20, Hamilton County, Tennessee","Margin of Error","5"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 31, Hamilton County, Tennessee","Estimate","45"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 31, Hamilton County, Tennessee","Margin of Error","41"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 109.01, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 109.01, Hamilton County, Tennessee","Margin of Error","8"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 114.11, Hamilton County, Tennessee","Estimate","25"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 114.11, Hamilton County, Tennessee","Margin of Error","28"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 114.46, Hamilton County, Tennessee","Estimate","45"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 114.46, Hamilton County, Tennessee","Margin of Error","68"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 114.47, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 114.47, Hamilton County, Tennessee","Margin of Error","3"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 121, Hamilton County, Tennessee","Estimate","65"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 121, Hamilton County, Tennessee","Margin of Error","63"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Estimate","65"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Margin of Error","71"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 502.02, Marion County, Tennessee","Estimate","10"
"Census Tract 9601, DeKalb County, Alabama","Census Tract 502.02, Marion County, Tennessee","Margin of Error","18"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9602, DeKalb County, Alabama","Estimate","85"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9602, DeKalb County, Alabama","Margin of Error","61"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Estimate","15"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Margin of Error","22"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Estimate","40"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Margin of Error","41"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Estimate","25"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Margin of Error","32"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","35"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","29"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Estimate","45"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Margin of Error","31"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Estimate","10"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Margin of Error","17"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Estimate","15"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Margin of Error","16"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9501, Jackson County, Alabama","Estimate","4"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9501, Jackson County, Alabama","Margin of Error","7"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Estimate","30"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Margin of Error","38"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Estimate","15"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Margin of Error","16"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9510, Jackson County, Alabama","Estimate","10"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 9510, Jackson County, Alabama","Margin of Error","14"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 29.21, Madison County, Alabama","Estimate","10"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 29.21, Madison County, Alabama","Margin of Error","20"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 104.02, Madison County, Alabama","Estimate","4"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 104.02, Madison County, Alabama","Margin of Error","7"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 108, Madison County, Alabama","Estimate","4"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 108, Madison County, Alabama","Margin of Error","9"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 4, Hamilton County, Tennessee","Estimate","15"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 4, Hamilton County, Tennessee","Margin of Error","21"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 31, Hamilton County, Tennessee","Estimate","15"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 31, Hamilton County, Tennessee","Margin of Error","18"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Estimate","15"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Margin of Error","22"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 124, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9602, DeKalb County, Alabama","Census Tract 124, Hamilton County, Tennessee","Margin of Error","7"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9601, DeKalb County, Alabama","Estimate","45"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9601, DeKalb County, Alabama","Margin of Error","60"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Estimate","145"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Margin of Error","73"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Estimate","165"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Margin of Error","111"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Estimate","20"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Margin of Error","23"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9606, DeKalb County, Alabama","Estimate","4"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9606, DeKalb County, Alabama","Margin of Error","17"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","85"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","50"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9610, DeKalb County, Alabama","Estimate","15"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9610, DeKalb County, Alabama","Margin of Error","24"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Estimate","145"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Margin of Error","81"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Estimate","25"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Margin of Error","20"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Estimate","60"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Margin of Error","51"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9507, Jackson County, Alabama","Estimate","10"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9507, Jackson County, Alabama","Margin of Error","13"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Estimate","105"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Margin of Error","78"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 31, Madison County, Alabama","Estimate","4"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 31, Madison County, Alabama","Margin of Error","9"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 111, Madison County, Alabama","Estimate","10"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 111, Madison County, Alabama","Margin of Error","21"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 112, Madison County, Alabama","Estimate","4"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 112, Madison County, Alabama","Margin of Error","3"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 301, Marshall County, Alabama","Estimate","4"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 301, Marshall County, Alabama","Margin of Error","2"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 302.01, Marshall County, Alabama","Estimate","4"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 302.01, Marshall County, Alabama","Margin of Error","7"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 3, Floyd County, Georgia","Estimate","4"
"Census Tract 9603, DeKalb County, Alabama","Census Tract 3, Floyd County, Georgia","Margin of Error","8"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Estimate","105"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Margin of Error","66"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Estimate","210"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Margin of Error","101"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Estimate","30"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Margin of Error","49"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","50"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","46"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9610, DeKalb County, Alabama","Estimate","20"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9610, DeKalb County, Alabama","Margin of Error","27"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Estimate","175"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Margin of Error","135"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Estimate","20"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Margin of Error","28"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Estimate","4"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Margin of Error","4"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Estimate","45"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Margin of Error","40"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 14.02, Madison County, Alabama","Estimate","20"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 14.02, Madison County, Alabama","Margin of Error","32"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 31, Hamilton County, Tennessee","Estimate","25"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 31, Hamilton County, Tennessee","Margin of Error","36"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 116, Hamilton County, Tennessee","Estimate","20"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 116, Hamilton County, Tennessee","Margin of Error","37"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Estimate","10"
"Census Tract 9604, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Margin of Error","16"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9602, DeKalb County, Alabama","Estimate","15"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9602, DeKalb County, Alabama","Margin of Error","20"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Estimate","130"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9603, DeKalb County, Alabama","Margin of Error","67"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Estimate","60"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Margin of Error","37"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Estimate","265"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Margin of Error","171"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9606, DeKalb County, Alabama","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9606, DeKalb County, Alabama","Margin of Error","3"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","45"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","38"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Estimate","145"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9611, DeKalb County, Alabama","Margin of Error","87"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Estimate","20"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9613, DeKalb County, Alabama","Margin of Error","28"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9614, DeKalb County, Alabama","Margin of Error","3"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9506, Jackson County, Alabama","Margin of Error","10"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Estimate","25"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 9508, Jackson County, Alabama","Margin of Error","31"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 31, Madison County, Alabama","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 31, Madison County, Alabama","Margin of Error","7"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 113, Madison County, Alabama","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 113, Madison County, Alabama","Margin of Error","11"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 402, Dade County, Georgia","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 402, Dade County, Georgia","Margin of Error","8"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 13, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 13, Hamilton County, Tennessee","Margin of Error","17"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 104.31, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 104.31, Hamilton County, Tennessee","Margin of Error","3"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Estimate","4"
"Census Tract 9605, DeKalb County, Alabama","Census Tract 123, Hamilton County, Tennessee","Margin of Error","7"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Estimate","20"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9604, DeKalb County, Alabama","Margin of Error","33"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Estimate","60"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9605, DeKalb County, Alabama","Margin of Error","77"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9606, DeKalb County, Alabama","Estimate","55"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9606, DeKalb County, Alabama","Margin of Error","41"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Estimate","15"
"Census Tract 9606, DeKalb County, Alabama","Census Tract 9609, DeKalb County, Alabama","Margin of Error","26"
