id,stream,stream_id
18056,downstream,18058
18056,upstream,18052
18057,downstream,18058
18057,upstream,18053
18057,upstream,18054
18052,upstream,18050
18052,upstream,18051
18052,downstream,18056
18203,downstream,18330
18203,downstream,18050
18082,downstream,18154
18082,upstream,18327
18154,upstream,18082
18154,downstream,18147
18154,downstream,18148
18334,upstream,18327
18327,downstream,18082
18327,downstream,18334
18327,upstream,18328
18328,downstream,18327
18147,downstream,18125
18147,upstream,18154
18148,upstream,18154
18262,upstream,18263
18262,upstream,18264
18262,downstream,18261
18262,downstream,18260
18263,downstream,18262
18263,upstream,18329
18264,downstream,18262
18329,downstream,18141
18329,upstream,18330
18329,downstream,18263
18261,upstream,18262
18260,downstream,18166
18260,upstream,18262
17949,downstream,17948
17949,downstream,18046
17949,upstream,18275
18045,downstream,18201
18045,upstream,18275
18149,upstream,18282
18149,downstream,18150
18200,downstream,18202
18282,downstream,18149
18282,downstream,18276
18282,upstream,18283
18046,upstream,17949
18201,upstream,18045
18201,downstream,18202
18202,upstream,18200
18202,upstream,18201
18275,downstream,17949
18275,downstream,18045
18275,upstream,18276
18276,upstream,18282
18276,downstream,18275
18283,downstream,18282
18283,upstream,18278
18150,upstream,18149
18044,downstream,18081
18044,upstream,18278
18278,upstream,18279
18278,downstream,18283
18278,downstream,18044
17360,upstream,17366
17360,downstream,17363
17361,upstream,18134
17361,downstream,17363
17361,upstream,17358
17366,downstream,17360
17366,downstream,38569
17366,downstream,17358
17366,upstream,17367
17644,upstream,17648
17644,downstream,17642
17644,downstream,17645
17646,upstream,17648
17646,downstream,17649
17648,upstream,15978
17648,downstream,17644
17648,downstream,17646
17648,downstream,38568
18041,downstream,18084
18083,downstream,18043
18095,upstream,18015
18095,downstream,18033
18095,downstream,18036
18134,downstream,17361
18134,upstream,17645
18134,downstream,17944
18178,downstream,18177
18178,upstream,18089
18254,upstream,18253
18256,upstream,18257
18257,downstream,18256
18257,downstream,18255
18257,upstream,18259
18258,upstream,18259
38568,upstream,17648
38569,upstream,17366
17363,downstream,17364
17363,upstream,17360
17363,upstream,17361
17363,downstream,18227
17649,downstream,17650
17649,upstream,17646
17649,upstream,17643
18037,downstream,17963
18234,downstream,18317
18234,downstream,18175
18317,upstream,18234
18227,downstream,17650
18227,upstream,17363
18175,upstream,18234
17963,upstream,18037
17963,upstream,18036
17963,downstream,17643
18033,upstream,18095
18036,upstream,18095
18036,downstream,17963
17642,upstream,17644
17642,downstream,17643
17643,downstream,17649
17643,upstream,17963
17643,upstream,17642
17643,upstream,17933
17933,downstream,17643
17933,upstream,17645
17645,upstream,17644
17645,downstream,18134
17645,downstream,17933
18179,downstream,18177
18252,downstream,18040
18252,upstream,18253
18281,downstream,18280
18281,upstream,17946
18281,upstream,18177
18084,upstream,18041
18084,downstream,18043
18084,upstream,18040
18043,upstream,18083
18043,upstream,18084
18040,upstream,18252
18040,downstream,18084
17358,downstream,17361
17358,upstream,17366
17358,downstream,17944
17946,downstream,18281
18253,downstream,18254
18253,downstream,18252
18253,upstream,17944
18253,upstream,17947
17944,upstream,18134
17944,upstream,17358
17944,downstream,18253
17947,downstream,18253
18177,upstream,18178
18177,upstream,18179
18177,downstream,18281
18255,upstream,18257
18090,upstream,18094
18094,upstream,18015
18094,downstream,18090
18094,downstream,18155
18026,upstream,18155
18026,downstream,18089
18026,downstream,18027
18026,upstream,18023
18029,upstream,18027
18032,upstream,18027
18155,upstream,18094
18155,downstream,18026
18089,downstream,18178
18089,upstream,18026
18089,downstream,18259
18259,downstream,18257
18259,downstream,18258
18259,upstream,18089
18027,upstream,18026
18027,downstream,18029
18027,downstream,18032
17367,upstream,15674
17367,downstream,17366
18023,upstream,18092
18023,downstream,18026
17653,downstream,17652
17653,upstream,17651
17521,upstream,17520
17521,downstream,17362
17808,upstream,17809
17808,downstream,17647
27883,downstream,18173
17520,downstream,17521
17809,downstream,17808
17362,downstream,17365
17362,upstream,17521
17651,downstream,17653
17651,upstream,17647
17647,upstream,17808
17647,downstream,17651
51,upstream,48
51,upstream,49
51,downstream,37957
51,downstream,52
51,downstream,1286
153,upstream,2
153,upstream,54
153,downstream,55
153,downstream,121
583,upstream,413
583,upstream,582
583,downstream,584
667,upstream,585
667,upstream,586
667,downstream,593
667,downstream,648
1253,upstream,6466
1253,downstream,37905
1253,downstream,1254
1253,downstream,6504
1253,upstream,1252
2182,upstream,1446
2182,downstream,2181
5860,downstream,11114
5900,downstream,11538
5900,downstream,5908
6240,downstream,6259
6304,downstream,6321
6304,downstream,6334
6304,upstream,6299
6321,upstream,6304
6321,downstream,6332
6321,downstream,6341
6321,upstream,6298
6334,upstream,6304
6334,downstream,6377
6334,upstream,6298
6377,upstream,6334
6377,upstream,6341
6377,downstream,6389
6449,downstream,6466
6466,downstream,1253
6466,upstream,6449
6466,upstream,6450
6514,downstream,6547
6514,downstream,6516
6514,upstream,6510
6534,downstream,6548
6534,downstream,6559
6534,upstream,6510
6548,upstream,6534
6548,downstream,6574
6548,downstream,6564
6574,upstream,6548
6574,downstream,6643
6765,downstream,6821
6765,downstream,6794
6765,upstream,6655
6821,upstream,6765
6821,upstream,6766
6821,downstream,37957
6821,downstream,52
6821,downstream,1286
11089,downstream,11088
11538,upstream,5900
11538,upstream,5901
11709,upstream,13549
11709,downstream,30433
11709,downstream,30434
13788,downstream,13896
13788,downstream,14129
13895,downstream,37254
13895,downstream,78739
13895,upstream,13896
13895,upstream,13897
13895,downstream,37203
15734,upstream,15735
15734,downstream,15733
15834,downstream,15942
15834,upstream,15924
16020,upstream,16036
16020,downstream,16028
16213,downstream,16212
16213,upstream,16222
16321,downstream,20476
16321,downstream,16349
16321,upstream,16309
16321,upstream,21312
16638,downstream,17248
16638,downstream,26341
16638,upstream,16630
17044,upstream,17041
17044,downstream,17046
17138,downstream,26884
17138,downstream,16714
17138,upstream,16706
17452,downstream,20298
17452,downstream,36721
17452,downstream,17451
17452,upstream,17453
17726,downstream,17727
17726,downstream,22495
17726,upstream,17725
17726,upstream,22441
17925,downstream,17923
17925,upstream,17839
18343,downstream,19929
18343,downstream,18668
18343,upstream,19930
18666,downstream,18667
18666,upstream,19930
18671,downstream,18910
18671,upstream,18664
18671,upstream,19753
18672,downstream,18910
18674,downstream,19068
18674,downstream,19614
18674,upstream,19124
18677,downstream,18679
18840,downstream,18685
18912,downstream,18667
18912,upstream,18665
18913,upstream,19573
19135,downstream,37358
19135,downstream,18676
19135,upstream,22689
19279,downstream,18670
19279,upstream,19281
19416,downstream,19419
19416,downstream,19417
19419,upstream,19416
19424,downstream,19423
19542,downstream,19543
19544,downstream,19543
19544,upstream,18665
19840,upstream,19841
19840,downstream,18393
19907,downstream,19764
19907,upstream,19908
19980,downstream,17960
19980,upstream,19982
19981,downstream,19764
19981,upstream,19982
20298,upstream,17452
20298,upstream,22495
20298,downstream,20314
20298,downstream,21779
20319,downstream,20322
20330,downstream,20347
20330,upstream,20324
20349,downstream,20627
20349,upstream,20341
20349,upstream,20340
20358,downstream,20361
20367,upstream,20366
20474,upstream,21537
20483,upstream,20040
20571,upstream,21551
20607,downstream,21442
20607,upstream,20472
20607,upstream,20752
20608,downstream,20985
20608,upstream,23968
20608,upstream,21411
20608,upstream,20610
20620,downstream,20407
20620,downstream,36872
20620,downstream,37015
20715,upstream,21065
20729,downstream,21098
20729,upstream,20731
20732,downstream,21099
20732,upstream,20731
20738,downstream,36794
20738,downstream,36737
20738,downstream,20606
20738,downstream,21310
20738,upstream,20739
20864,upstream,20869
20869,downstream,20864
20869,downstream,37332
20869,upstream,20989
20869,downstream,20868
20882,upstream,21093
20884,upstream,21788
20927,downstream,21804
20927,upstream,21008
20927,upstream,20110
20929,upstream,19109
20929,downstream,21782
21004,downstream,20433
21004,downstream,21767
21004,upstream,34950
21039,downstream,38600
21039,upstream,20040
21101,downstream,21532
21101,upstream,21537
21230,downstream,21231
21230,upstream,20453
21230,upstream,20609
21414,downstream,20985
21422,upstream,21063
21422,upstream,21419
21551,downstream,20571
21551,upstream,21552
21551,downstream,21336
21551,upstream,21553
21552,downstream,21551
21609,downstream,21611
21609,downstream,36725
21611,upstream,21609
21611,upstream,20709
21611,downstream,21610
21655,upstream,21350
21655,downstream,20701
21695,downstream,20670
21695,upstream,21696
21697,upstream,21696
21698,downstream,21099
21698,upstream,21699
21749,downstream,20996
21749,upstream,21344
21756,downstream,36731
21756,downstream,21763
21756,downstream,20478
21756,upstream,21758
21756,upstream,21757
21773,downstream,21318
21773,downstream,37311
21773,upstream,20458
21773,upstream,21770
21786,upstream,21785
21788,downstream,20884
21788,downstream,21787
21788,upstream,21065
21793,downstream,36969
21793,downstream,21792
21793,upstream,21093
21798,upstream,21921
21799,upstream,21803
21799,downstream,22439
21799,downstream,22440
21800,downstream,20221
21800,downstream,20215
21800,upstream,20868
21801,downstream,20222
21801,upstream,20865
21805,downstream,36849
21805,downstream,17742
21805,downstream,22326
21898,downstream,16348
21921,downstream,21798
21921,upstream,21922
21921,downstream,21797
21941,downstream,21943
21941,upstream,20035
22544,downstream,22680
22544,upstream,22665
22544,upstream,22791
22667,upstream,22666
22756,downstream,22757
22756,downstream,22755
22756,upstream,22664
22756,upstream,22705
22761,downstream,22680
22761,upstream,22762
25757,downstream,31358
25912,upstream,29994
25912,upstream,30179
25912,downstream,26015
26016,downstream,36724
26016,upstream,29992
26016,upstream,25971
26016,downstream,26044
26227,downstream,31360
26227,upstream,26044
26378,upstream,26341
26378,downstream,26517
26378,downstream,26419
26518,downstream,26652
26518,upstream,26469
26518,upstream,26468
26518,downstream,26550
26652,upstream,26518
26652,downstream,26717
26652,downstream,26754
26652,upstream,26517
26717,upstream,26652
26717,upstream,26653
26717,downstream,26756
26884,upstream,17138
26884,downstream,26903
26884,downstream,26949
26950,downstream,27016
26950,upstream,26892
26950,downstream,26998
27016,upstream,26950
27016,downstream,27065
27016,upstream,26949
27065,upstream,27016
27065,upstream,27017
27065,downstream,27071
27131,upstream,27088
27131,downstream,30370
28990,downstream,37291
28990,downstream,28660
28990,upstream,28991
30188,downstream,31367
30372,downstream,30373
33219,upstream,33246
33219,upstream,35589
33219,downstream,33224
33297,upstream,33295
33297,upstream,35626
33297,downstream,36852
33297,downstream,33299
33528,upstream,33631
33528,upstream,35627
33528,downstream,33224
34408,downstream,34429
34408,downstream,35338
34501,upstream,34498
34501,upstream,34703
34501,downstream,35348
34953,downstream,35119
34953,upstream,34954
34958,downstream,34890
34958,upstream,34957
35119,upstream,34953
35119,downstream,36841
35119,downstream,34948
35119,upstream,34878
35407,upstream,34639
35407,downstream,36842
35407,downstream,35406
35407,downstream,35412
35410,upstream,35409
35410,downstream,36842
35410,downstream,35406
35410,downstream,35412
35418,downstream,35493
36668,downstream,36667
36668,upstream,36673
36717,upstream,34950
36718,upstream,35336
36718,upstream,35337
36719,upstream,1446
36721,upstream,17452
36721,upstream,22495
36722,upstream,17134
36724,upstream,26016
36724,upstream,26015
36725,upstream,21609
36725,upstream,20709
36726,upstream,21758
36726,upstream,21757
36731,upstream,21756
36763,upstream,21922
36794,upstream,20738
36831,upstream,20412
36831,upstream,21667
36832,upstream,35406
36837,upstream,34950
36841,upstream,35119
36841,upstream,34866
36843,upstream,34502
36843,upstream,35348
36845,upstream,20458
36845,upstream,21770
36849,upstream,21805
36849,upstream,17731
36949,upstream,30066
36972,upstream,21699
37165,upstream,21093
37190,upstream,31209
37254,upstream,13895
37254,upstream,1419
37291,upstream,28990
37331,upstream,20991
37331,upstream,22440
37332,upstream,20869
37352,upstream,18670
37353,upstream,18688
37353,upstream,19617
37359,upstream,19955
37359,upstream,18679
37905,upstream,1253
38598,upstream,17769
38599,upstream,17481
78739,upstream,13895
78739,downstream,1699
78739,upstream,1419
18690,downstream,37665
18690,downstream,19195
18690,downstream,18693
18690,upstream,19122
18890,upstream,18893
18890,downstream,19116
18965,upstream,19464
18965,upstream,19517
18965,downstream,19873
19035,upstream,19036
19035,upstream,19039
19035,downstream,19890
19072,upstream,19648
19456,upstream,19457
19456,downstream,18700
19464,downstream,18965
19805,downstream,19807
19805,upstream,18963
19811,downstream,19810
19811,downstream,18950
19811,upstream,19813
19811,upstream,19812
19183,downstream,19184
19587,upstream,19766
19902,downstream,19184
19902,upstream,19903
17959,downstream,18245
17959,upstream,17960
18078,upstream,18063
18140,downstream,18333
18140,upstream,18243
18221,upstream,18219
18221,upstream,18220
18336,downstream,18333
18336,upstream,19108
18333,upstream,18140
18333,upstream,18336
18333,downstream,17958
17958,upstream,18333
19108,downstream,18336
18063,downstream,18078
18063,downstream,18219
18063,downstream,18064
18219,downstream,18221
18219,upstream,18063
18245,upstream,18250
18245,upstream,17959
18245,downstream,18244
18241,downstream,18239
18241,downstream,18240
18241,upstream,18244
18243,downstream,18140
18243,downstream,18065
18243,upstream,18244
18065,upstream,18243
18244,upstream,18242
18244,upstream,18245
18244,downstream,18241
18244,downstream,18243
18064,upstream,18063
18218,downstream,18220
18218,downstream,18217
18220,downstream,18221
18220,upstream,18218
18217,upstream,18218
17960,upstream,19980
17960,downstream,17959
19184,upstream,19183
19184,upstream,19902
19763,upstream,19764
19763,downstream,18946
19764,upstream,19907
19764,upstream,19981
19764,downstream,19763
19764,downstream,19765
19765,upstream,19764
18898,downstream,18944
19766,downstream,19587
19766,downstream,18945
19766,upstream,19767
19768,upstream,19767
18944,upstream,18898
18944,downstream,18738
18944,downstream,19903
18944,upstream,18945
18738,upstream,18944
19903,downstream,19902
19903,upstream,18944
18945,upstream,19766
18945,downstream,18944
18716,downstream,18352
18718,upstream,18352
18946,upstream,19763
18946,upstream,19140
18946,downstream,18352
19140,downstream,18946
18352,upstream,18716
18352,downstream,18718
18352,upstream,18946
18352,downstream,19767
19767,downstream,19766
19767,downstream,19768
19767,upstream,18352
19810,upstream,19811
18950,upstream,19811
19806,upstream,19807
19807,upstream,19805
19807,downstream,19806
18715,downstream,19132
18715,downstream,18724
18723,downstream,19747
18723,upstream,18720
18749,downstream,19520
18749,downstream,18893
18749,upstream,19032
19118,downstream,19657
19118,upstream,18745
19118,upstream,19656
19131,upstream,18670
19518,downstream,19519
19650,downstream,19657
19650,upstream,19651
19748,downstream,19750
19748,downstream,19190
19748,upstream,19500
19755,upstream,18670
19755,downstream,19129
19926,downstream,19925
19926,upstream,19927
19749,upstream,19750
19749,upstream,19751
19750,upstream,19748
19750,downstream,19749
19925,upstream,19926
19751,downstream,19749
19190,upstream,19748
19190,downstream,19191
19190,downstream,19189
19191,upstream,19190
19189,upstream,19190
18983,downstream,18982
18983,upstream,19920
19133,upstream,19920
19141,upstream,18363
19185,downstream,19571
19185,upstream,18982
19497,downstream,19498
19497,upstream,19555
19754,downstream,18981
19754,upstream,19923
38608,upstream,18984
19571,upstream,19185
19571,upstream,19186
18981,upstream,19754
18981,downstream,19927
19927,downstream,19926
19927,upstream,18981
19186,downstream,19571
19490,upstream,19496
19490,downstream,19494
19495,downstream,19494
19495,upstream,19498
19495,upstream,19491
19496,downstream,19490
19496,downstream,19491
19499,downstream,19498
19492,downstream,19493
19493,upstream,19492
19493,upstream,19494
19494,upstream,19490
19494,upstream,19495
19494,downstream,19493
19498,upstream,19497
19498,downstream,19495
19498,upstream,19499
19491,downstream,19495
19491,upstream,19496
19132,upstream,18715
19747,upstream,18723
19747,downstream,19500
19747,downstream,19501
19747,upstream,18724
19923,downstream,19754
19923,upstream,19924
18982,upstream,18983
18982,downstream,19185
18982,downstream,19924
19924,downstream,19923
19924,upstream,18982
19043,upstream,19500
19500,downstream,19748
19500,upstream,19747
19500,downstream,19043
19501,upstream,19747
18724,upstream,18715
18724,downstream,19747
18675,downstream,18363
19922,downstream,19921
19922,upstream,18984
18699,downstream,19555
19555,downstream,19497
19555,upstream,18699
19555,downstream,19920
19555,upstream,19921
19920,downstream,18983
19920,downstream,19133
19920,upstream,19555
19921,upstream,19922
19921,downstream,19555
19543,upstream,19542
19543,upstream,19544
18911,upstream,18668
18911,downstream,18669
18911,downstream,18673
19928,downstream,18363
19928,upstream,19929
18363,downstream,19141
18363,upstream,18675
18363,upstream,19928
18363,downstream,18984
18984,downstream,38608
18984,downstream,19922
18984,upstream,18363
18667,upstream,18666
18667,upstream,18912
18667,downstream,19929
18667,downstream,18668
19929,upstream,18343
19929,downstream,19928
19929,upstream,18667
18668,upstream,18343
18668,downstream,18911
18668,upstream,18667
18669,upstream,18911
18669,downstream,18670
18673,upstream,18911
18670,upstream,19279
18670,downstream,37352
18670,downstream,19131
18670,downstream,19755
18670,upstream,18669
18760,downstream,18758
18760,upstream,18893
18889,downstream,19503
19073,upstream,19649
19117,downstream,19503
19117,upstream,19649
19814,upstream,18951
19814,upstream,19808
19814,downstream,19813
19188,downstream,19187
19502,upstream,19503
19187,upstream,19188
19187,upstream,19446
19187,upstream,19647
19445,downstream,19446
19446,downstream,19187
19446,upstream,19445
19446,upstream,19444
19444,downstream,19446
19647,downstream,19187
18951,downstream,19814
19808,downstream,19814
19808,upstream,19809
19809,downstream,19808
19504,upstream,19503
19503,upstream,18889
19503,upstream,19117
19503,downstream,19502
19503,downstream,19504
19076,downstream,18758
19076,upstream,19077
19076,upstream,19075
19657,upstream,19118
19657,upstream,19650
19657,downstream,19649
19649,downstream,19073
19649,downstream,19117
19649,upstream,19657
19649,upstream,18758
18758,upstream,18760
18758,upstream,19076
18758,downstream,19649
19077,downstream,19076
19075,downstream,19076
19813,downstream,19811
19813,upstream,19814
19812,downstream,19811
19520,upstream,18749
19520,downstream,19519
18893,downstream,18890
18893,upstream,18749
18893,downstream,18760
19516,upstream,19519
19517,downstream,18965
19517,upstream,19519
19519,upstream,19518
19519,upstream,19520
19519,downstream,19516
19519,downstream,19517
18714,downstream,19432
18714,downstream,18717
18714,upstream,18707
18714,upstream,19428
18719,downstream,19036
18719,downstream,19034
18719,upstream,19134
18719,upstream,18904
18899,downstream,19656
18899,upstream,19032
19045,downstream,19046
19045,upstream,18910
19045,downstream,19044
19046,upstream,19045
19128,downstream,19678
19128,downstream,19680
19128,downstream,18720
19128,upstream,19129
19432,upstream,18714
19432,downstream,19431
37666,upstream,19033
37666,upstream,19034
18745,downstream,19118
19040,downstream,18734
19040,upstream,19679
19427,upstream,19945
19655,upstream,19945
19655,downstream,19656
19947,upstream,19946
18728,downstream,18901
18728,downstream,19127
18728,upstream,18729
18743,upstream,19651
18743,downstream,19121
19119,downstream,19121
19651,downstream,19650
19651,downstream,18743
19651,upstream,18734
19651,upstream,18736
18734,upstream,19040
18734,downstream,19651
18734,upstream,18901
18901,upstream,18728
18901,downstream,18734
19127,upstream,18728
18736,downstream,19651
19121,upstream,18743
19121,upstream,19119
18729,downstream,18728
18729,downstream,18735
18735,upstream,18729
19677,upstream,19678
19677,downstream,19041
19677,downstream,19946
19042,upstream,19679
19678,upstream,19128
19678,downstream,19677
19678,downstream,19683
19679,downstream,19040
19679,downstream,19042
19679,upstream,18720
19680,upstream,19128
18720,downstream,18723
18720,upstream,19128
18720,downstream,19679
19683,upstream,19678
19041,upstream,19677
19945,downstream,19427
19945,downstream,19655
19945,upstream,19946
19946,downstream,19947
19946,upstream,19677
19946,downstream,19945
19656,downstream,19118
19656,upstream,18899
19656,upstream,19655
18717,upstream,18714
19129,upstream,19755
19129,downstream,19128
19129,downstream,19429
19129,upstream,19130
18707,downstream,18714
19429,upstream,19129
19429,downstream,19428
19428,downstream,18714
19428,upstream,19429
19428,upstream,19430
19430,downstream,19428
18910,upstream,18671
18910,upstream,18672
18910,downstream,19045
18910,downstream,19130
19130,downstream,19129
19130,upstream,18910
19032,downstream,18749
19032,downstream,18899
19032,upstream,19653
19036,downstream,19035
19036,upstream,18719
19037,upstream,19653
19038,upstream,19033
19038,upstream,19034
19431,upstream,19432
19431,downstream,19653
19431,upstream,19433
19431,downstream,19033
19653,downstream,19032
19653,downstream,19037
19653,upstream,19431
19433,downstream,19431
19033,downstream,37666
19033,downstream,19038
19033,upstream,19431
19034,upstream,18719
19034,downstream,37666
19034,downstream,19038
19039,downstream,19035
18688,downstream,37353
18688,downstream,18689
18706,downstream,18904
19134,downstream,18719
19617,downstream,37353
19617,downstream,18689
19617,upstream,19619
19617,upstream,19618
19620,downstream,18692
19620,upstream,19195
37665,upstream,18690
18692,upstream,19620
18692,upstream,18689
18689,upstream,18688
18689,upstream,19617
18689,downstream,18692
19619,downstream,19617
19044,upstream,19045
19044,downstream,19618
19618,downstream,19617
19618,upstream,19044
19618,upstream,18681
18681,downstream,19618
